Tempo;CasADi_Pwh_Bar;Linear_Pwh_Bar
2086;1377,1632808650295;104,7040930890061
2087;1377,269438153263;104,69468607689122
2088;1377,373874550131;104,68527582841355
2089;1377,4765897228594;104,67586249283784
2090;1377,5775834257129;104,66644621907294
2091;1377,6768554998212;104,65702715567075
2092;1377,774405873;104,64760545082486
2093;1377,870234559565;104,63818125236925
2094;1377,9643416601427;104,6287547077771
2095;1378,0567273614768;104,61932596415964
2096;1378,1473919362272;104,60989516826479
2097;1378,236335742768;104,60046246647596
2098;1378,3235592249755;104,591028004811
2099;1378,4090629120146;104,58159192892079
2100;1378,4928474181215;104,57215438408822
2101;1378,5749134423772;104,56271551522691
2102;1378,6552617684808;104,5532754668801
2103;1378,7338932645139;104,54383438321945
2104;1378,8108088827041;104,53439240804391
2105;1378,8860096591804;104,5249496847786
2106;1378,9594967137257;104,51550635647357
2107;1379,0312712495243;104,50606256580276
2108;1379,1013345529045;104,49661845506296
2109;1379,1696879930764;104,48717416617248
2110;1379,2363330218657;104,47772984067028
2111;1379,3012711734411;104,46828561971469
2112;1379,3645040640404;104,45884164408245
2113;1379,4260333916886;104,44939805416763
2114;1379,4858609359146;104,43995498998044
2115;1379,543988557459;104,43051259114637
2116;1379,6004181979833;104,42107099690493
2117;1379,6551518797696;104,4116303461088
2118;1379,708191705418;104,40219077722259
2119;1379,7595398575402;104,39275242832208
2120;1379,809198598448;104,38331543709296
2121;1379,8571702698355;104,37387994082998
2122;1379,9034572924622;104,36444607643584
2123;1379,9480621658265;104,35501398042031
2124;1379,9909874678374;104,34558378889915
2125;1380,0322358544818;104,33615563759321
2126;1380,0718100594877;104,32672966182744
2127;1380,1097128939832;104,31730599652994
2128;1380,1459472461506;104,30788477623099
2129;1380,1805160808788;104,29846613506214
2130;1380,2134224394076;104,28905020675526
2131;1380,244669438973;104,27963712464165
2132;1380,2742602724431;104,27022702165108
2133;1380,302198207957;104,26082003031094
2134;1380,328486588551;104,25141628274527
2135;1380,3531288317888;104,24201591067396
2136;1380,376128429384;104,23261904541184
2137;1380,3974889468209;104,22322581786773
2138;1380,4172140229673;104,2138363585437
2139;1380,4353073696889;104,20445079753418
2140;1380,4517727714576;104,19506926452505
2141;1380,4666140849547;104,18569188879285
2142;1380,4798352386747;104,17631879920398
2143;1380,4914402325194;104,16695012421387
2144;1380,5014331373957;104,15758599186604
2145;1380,5098180948034;104,14822652979157
2146;1380,516599316424;104,138871865208
2147;1380,521781083703;104,12952212491874
2148;1380,5253677474325;104,12017743531221
2149;1380,527363727327;104,11083792236116
2150;1380,5277735115958;104,10150371162175
2151;1380,5266016565167;104,09217492823292
2152;1380,5238527860006;104,08285169691564
2153;1380,5195315911574;104,07353414197215
2154;1380,5136428298563;104,06422238728513
2155;1380,5061913262848;104,0549165563172
2156;1380,4971819705015;104,04561677210998
2157;1380,48661971799;104,03632315728359
2158;1380,4745095892079;104,02703583403573
2159;1380,4608566691315;104,0177549241412
2160;1380,4456661068011;104,00848054895114
2161;1380,4289431148588;103,99921282939225
2162;1380,4106929690884;103,98995188596636
2163;1380,3909210079491;103,98069783874955
2164;1380,369632632108;103,97145080739159
2165;1380,346833303969;103,96221091111539
2166;1380,3225285472008;103,95297826871621
2167;1380,2967239462607;103,94375299856111
2168;1380,2694251459156;103,9345352185884
2169;1380,2406378507621;103,92532504630687
2170;1380,2103678247433;103,91612259879538
2171;1380,1786208906626;103,90692799270217
2172;1380,1454029296967;103,89774134424422
2173;1380,1107198809036;103,8885627692068
2174;1380,0745777407333;103,87939238294281
2175;1380,0369825625296;103,87023030037231
2176;1379,9979404560338;103,86107663598186
2177;1379,957457586888;103,85193150382405
2178;1379,915540176131;103,84279501751695
2179;1379,8721944996967;103,83366729024358
2180;1379,8274268879084;103,82454843475139
2181;1379,7812437249709;103,81543856335175
2182;1379,7336514484623;103,80633778791943
2183;1379,6846565488227;103,79724621989217
2184;1379,6342655688406;103,78816397027008
2185;1379,5824851031389;103,77909114961527
2186;1379,5293217976593;103,77002786805133
2187;1379,4747823491412;103,76097423526282
2188;1379,4188735046057;103,7519303604949
2189;1379,3616020608315;103,74289635255285
2190;1379,3029748638328;103,73387231980162
2191;1379,2429988083347;103,72485837016536
2192;1379,1816808372473;103,7158546111271
2193;1379,1190279411376;103,70686114972818
2194;1379,0550471577021;103,69787809256803
2195;1378,9897455712353;103,68890554580356
2196;1378,9231303120982;103,67994361514899
2197;1378,8552085561867;103,67099240587521
2198;1378,785987524396;103,6620520228096
2199;1378,7154744820866;103,65312257033565
2200;1378,6436767385471;103,64420415239245
2201;1378,5706016464587;103,63529687247444
2202;1378,4962566013537;103,62640083363108
