Pai;Pwh;Pwi;Pwb;wiv;wro;wpc;wpg;wpo;wrg
7312868.702689975;2983888.600236619;7309506.913951804;12214506.913951803;0.5244690380860548;13.722220396745493;10.51855114827535;0.8607527874536314;9.657798360821719;0.13722220396745494
7315699.529184877;2983422.997029087;7312335.3882269915;12217335.388226992;0.5247540268359063;13.71525164755847;10.520065392987112;0.8598101182694371;9.660255274717676;0.13715251647558468
7318529.150887538;2982963.184620551;7315162.594054473;12220162.594054472;0.5250439234143749;13.708282483298836;10.52159805015942;0.8588740642731452;9.662723985886275;0.13708282483298836
7321357.54725363;2982509.1544555966;7317988.511010108;12222988.511010107;0.5253387152504565;13.701312953717858;10.52314913408998;0.8579446047275642;9.665204529362416;0.1370131295371786
7324184.697791436;2982060.898009151;7320813.118720193;12225813.118720192;0.5256383898139441;13.694343108543578;10.524718658743309;0.8570217190201304;9.667696939723179;0.13694343108543577
7327010.582061668;2981618.4067860306;7323636.396861315;12228636.396861315;0.5259429346145044;13.687372997481113;10.526306637749165;0.8561053866619887;9.670201251087176;0.13687372997481112
7329835.179677311;2981181.672320496;7326458.325160194;12231458.325160194;0.5262523372021253;13.680402670212995;10.52791308440096;0.855195587287081;9.67271749711388;0.13680402670212996
7332658.470303446;2980750.686175809;7329278.883393552;12234278.883393552;0.5265665851655198;13.673432176399452;10.529538011654227;0.8542923006512406;9.675245711002987;0.13673432176399453
7335480.4336571;2980325.439943798;7332098.051387977;12237098.051387977;0.5268856661320439;13.666461565678686;10.531181432125093;0.8533955066312976;9.677785925493795;0.13666461565678686
7338301.049507074;2979905.9252444054;7334915.809019774;12239915.809019774;0.5272095677668076;13.659490887667198;10.532843358088687;0.8525051852241796;9.680338172864507;0.136594908876672
7341120.297673793;2979492.133725255;7337732.136214846;12242732.136214845;0.5275382777720661;13.652520191960035;10.534523801477645;0.8516213165460282;9.682902484931617;0.13652520191960035
7343938.158029149;2979084.057061213;7340547.012948546;12245547.012948547;0.5278717838872548;13.645549528131076;10.536222773880583;0.8507438808313205;9.685478893049265;0.13645549528131076
7346754.6104963515;2978681.6869539497;7343360.419245557;12248360.419245556;0.5282100738877807;13.638578945733329;10.537940286540577;0.8498728584319915;9.688067428108585;0.1363857894573333
7349569.635049766;2978285.0151315117;7346172.335179766;12251172.335179765;0.5285531355840246;13.631608494299119;10.539676350353675;0.8490082298165722;9.690668120537103;0.1363160849429912
7352383.211714781;2977894.0333478753;7348982.740874132;12253982.740874132;0.5289009568217833;13.624638223340414;10.541430975867375;0.8481499755693205;9.693281000298054;0.13624638223340413
7355195.3205676535;2977508.733382523;7351791.616500572;12256791.616500571;0.5292535254807456;13.617668182349039;10.543204173279156;0.8472980763893669;9.69590609688979;0.13617668182349038
7358005.941735373;2977129.107040008;7354598.942279832;12259598.942279832;0.5296108294747714;13.610698420796902;10.544995952434986;0.8464525130898661;9.69854343934512;0.13610698420796902
7360815.055395518;2976755.146149526;7357404.698481372;12262404.698481372;0.529972856751149;13.603728988136279;10.546806322827862;0.8456132665971509;9.70119305623071;0.1360372898813628
7363622.641776114;2976386.842564487;7360208.865423252;12265208.865423251;0.530339595288901;13.596759933799971;10.548635293596357;0.844780317949896;9.703854975646461;0.1359675993379997
7366428.681155505;2976024.1881620847;7363011.423472017;12268011.423472017;0.5307110330998352;13.589791307201578;10.550482873523153;0.843953648298281;9.706529225224873;0.1358979130720158
7369233.153862215;2975667.1748428727;7365812.353042588;12270812.353042588;0.5310871582266192;13.582823157735694;10.552349071033616;0.8431332389031654;9.70921583213045;0.13582823157735693
7372036.040274822;2975315.7945303386;7368611.634598146;12273611.634598147;0.5314679587432338;13.575855534778103;10.554233894194347;0.8423190711352663;9.71191482305908;0.13575855534778103
7374837.320821826;2974970.0391704775;7371409.248650029;12276409.24865003;0.5318534227540456;13.568888487686014;10.55613735071177;0.8415111264743411;9.71462622423743;0.13568888487686015
7377636.975981527;2974629.900731372;7374205.175757632;12279205.175757632;0.5322435383930162;13.561922065798198;10.558059447930715;0.8407093865083772;9.717350061422339;0.135619220657982
7380434.986281891;2974295.3712027753;7376999.396528289;12281999.396528289;0.5326382938235535;13.554956318435249;10.56000019283304;0.8399138329327899;9.720086359900252;0.1355495631843525
7383231.332300447;2973966.4425956835;7379791.891617196;12284791.891617196;0.5330376772375637;13.547991294899681;10.561959592036224;0.8391244475496192;9.722835144486606;0.1354799129489968
7386025.994664148;2973643.106941921;7382582.641727287;12287582.641727287;0.5334416768555028;13.541027044476182;10.563937651791985;0.8383412122667359;9.72559643952525;0.13541027044476184
7388818.954049267;2973325.3562937225;7385371.627609158;12290371.627609158;0.5338502809250532;13.534063616431721;10.565934377984906;0.8375641090970517;9.728370268887854;0.1353406361643172
