Pai;Pwh;Pwi;Pwb;wiv;wro;wpc;wpg;wpo;wrg;ro_w;ro_a
7179441,010460793;2991389,845228547;7138192,780915054;12043192,780915054;1,8202822315430647;14,137898288293856;33,429416344894825;2,910213942811672;30,51920240208315;0,14137898288293857;281,8078787418625;80,32896051446752
